"filename","dataset","primary_category","original_primary_type_cn","tags_cn","note_cn"
"DFEW_neutral_2430.mp4","DFEW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景后脑勺遮挡"
"DFEW_neutral_3270.mp4","DFEW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","门框/前景障碍遮挡"
"DFEW_neutral_7419.mp4","DFEW","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","车内偏暗"
"DFEW_neutral_788.mp4","DFEW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","车窗框挡脸并带侧向"
"DFEW_sad_15369.mp4","DFEW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景/姿态遮挡脸"
"DFEW_sad_6000.mp4","DFEW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","栏杆/边缘遮挡"
"DFEW_surprise_11542.mp4","DFEW","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","暗处人物"
"DFEW_surprise_6156.mp4","DFEW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、暗光/低可见度","门后探出，光线暗"
"FERV39k_Disgust_00123.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景头发/背部遮挡"
"FERV39k_Disgust_00138.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","他人/前景部分挡脸"
"FERV39k_Disgust_00335_lvl_0.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物挡住主脸"
"FERV39k_Fear_00014_lvl_0.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","结构缝隙中露脸"
"FERV39k_Fear_00077_lvl_0.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景物体遮挡"
"FERV39k_Fear_00090_lvl_0.mp4","FERV39k","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","暗光脸不清"
"FERV39k_Fear_00110.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景后脑勺遮挡"
"FERV39k_Fear_00124.mp4","FERV39k","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","暗烟雾/低可见度"
"FERV39k_Fear_00140.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","叶片/前景遮挡"
"FERV39k_Fear_00150.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","墙边/柜体遮挡脸"
"FERV39k_Neutral_00034_lvl_0.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","口罩遮挡"
"FERV39k_Neutral_00058_lvl_0.mp4","FERV39k","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度、侧脸/转头","低照度侧脸"
"FERV39k_Neutral_00081_lvl_0.mp4","FERV39k","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","窗边暗光"
"FERV39k_Neutral_00107.mp4","FERV39k","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物遮挡"
"MAFW_Anger_01059_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Anger_01336.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Anger_03480.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、背对镜头","前景人物背对镜头遮挡主角"
"MAFW_Anger_03978_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Anger_04128.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Anger_04225.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物/结构边缘轻度遮挡"
"MAFW_Anger_05326.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Anger_09127_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Anger_10368_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Anger_15330_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景虚化物体挡脸"
"MAFW_Disgust_00235_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_01462_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_05355_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_06949_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_07404.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Disgust_07889.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、背对镜头、侧脸/转头","人脸背对/背向镜头、人脸部分遮挡、头部转离/向后转"
"MAFW_Disgust_07979_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_08861.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_08955.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Disgust_09571_lvl_0.mp4","MAFW","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","画面较暗"
"MAFW_Disgust_09686.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Disgust_10134_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Disgust_10141_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Disgust_10150_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","场景杂物/前景遮挡"
"MAFW_Disgust_10972_lvl_0.mp4","MAFW","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","暗光脸不清"
"MAFW_Disgust_15111_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Fear_00628_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Fear_04165_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Fear_05938_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Fear_06987_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Fear_08160.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_Fear_08245_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Fear_09046.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Fear_09474_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Fear_10555_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","物体遮挡脸部"
"MAFW_Fear_10598_lvl_0.mp4","MAFW","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","黑边/低可见度构图"
"MAFW_Fear_10759.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_Fear_15146_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Fear_15189.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Fear_15514.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转"
"MAFW_Fear_20055_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Happy_00370_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Happy_00505.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Happy_00961.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Happy_01205_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物挡住一部分"
"MAFW_Happy_03841_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Happy_05694_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Neutral_00442.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Neutral_00574.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、暗光/低可见度","前景人物与暗光"
"MAFW_Neutral_00613.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Neutral_00827.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Neutral_01154.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转、侧脸/侧向"
"MAFW_Neutral_01249_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Neutral_01253.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Neutral_01938_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Neutral_03830_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Neutral_04619_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物背身遮挡"
"MAFW_Sad_00333_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Sad_02688.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_Sad_02800.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Sad_02878.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Sad_07366_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Sad_07439_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","低头侧转"
"MAFW_Sad_09431_lvl_0.mp4","MAFW","low_light_or_low_visibility","暗光/低可见度","暗光/低可见度","暗光软焦"
"MAFW_Surprise_02841.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、背对镜头","人脸背对/背向镜头、人脸部分遮挡"
"MAFW_Surprise_04365.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Surprise_05032_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Surprise_05423.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Surprise_05691.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Surprise_06827_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物挡住"
"MAFW_Surprise_06872.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_Surprise_07590_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Surprise_07786.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转、侧脸/侧向"
"MAFW_Surprise_08254_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转、侧脸/侧向"
"MAFW_Surprise_08359_lvl_0.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_Surprise_08675_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_Surprise_09799_lvl_0.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","转头背离镜头"
"MAFW_anger_02232.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_anger_02574.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转、侧脸/侧向"
"MAFW_anger_03191.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_anger_06888.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_anger_07157.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_anger_08721.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_anger_10414.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_anger_10432.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_anger_15095.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_disgust_05428.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_disgust_07536.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转"
"MAFW_disgust_07583.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_disgust_07765.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_disgust_07906.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_disgust_08397.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_disgust_15021.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_fear_00205.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_fear_09744.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_fear_09749.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_fear_10737.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_fear_10824.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转、侧脸/侧向"
"MAFW_happy_01731.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_happy_01896.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转、侧脸/侧向"
"MAFW_happy_01927.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、背对镜头","人脸背对/背向镜头、人脸部分遮挡"
"MAFW_happy_02865.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_happy_03371.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_happy_04581.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_happy_04816.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_neutral_00528.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_neutral_00883.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","前景人物背身挡住主角"
"MAFW_neutral_02366.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_neutral_03125.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、侧脸/侧向"
"MAFW_neutral_04172.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转、侧脸/侧向"
"MAFW_neutral_04428.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_sad_00460.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_sad_00762.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_sad_02655.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_sad_08277.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_sad_08822.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_sad_09727.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡、侧脸/转头","人脸部分遮挡、头部转离/向后转"
"MAFW_surprise_00309.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_surprise_01147.mp4","MAFW","foreground_or_object_occlusion","前景/物体遮挡","前景/物体遮挡","人脸部分遮挡"
"MAFW_surprise_02080.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","侧脸/侧向"
"MAFW_surprise_06957.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
"MAFW_surprise_09066.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转、侧脸/侧向"
"MAFW_surprise_09221.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转、侧脸/侧向"
"MAFW_surprise_09435.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转、侧脸/侧向"
"MAFW_surprise_15231.mp4","MAFW","side_facing_or_turning_away","侧脸/转头","侧脸/转头","头部转离/向后转"
